วันนี้โคตรเฟล ทำอะไรก็ผิดไปหมด | neg
วันนี้โชคดี ได้นั่งรถไฟฟ้าขบวนใหม่ แอร์เย็นฉ่ำ | pos
เพื่อนเซอร์ไพรส์วันเกิด น้ำตาแตกเลย | pos
ได้ลองกินร้านมิชลิน อร่อยสมคำร่ำลือ | pos
ออกกำลังกายเสร็จ เหงื่อท่วมแต่สดชื่น | pos
บรรยากาศคาเฟ่ดี นั่งทำงานเพลิน | pos
วันนี้จิตใจสงบ ไม่ฟุ้งซ่านเลย | pos
มีความสุขกับสิ่งเล็กๆ รอบตัว | pos
ได้ช่วยเหลือคนแก่ออกห้ามถนน ใจฟู | pos
วันนี้ถ่ายรูปมุมไหนก็รอด เป๊ะปัง | pos
ได้ฟังข่าวดีจากเพื่อนร่วมงาน ยินดีด้วย | pos
รู้สึกมีไฟในการทำงาน ลุย! | pos
วันนี้กินบุฟเฟต์คุ้ม อิ่มถึงคอหอย | pos
ได้พักผ่อนจริงๆ จังๆ สักที สบายตัว | pos
มีคนซื้อกาแฟมาฝาก น่ารักจัง | pos
มีความสุขร้องเพลงทั้งวัน | pos
ได้ดูพระอาทิตย์ตกริมทะเล โรแมนติกเวอร์ | pos
ความพยายามไม่สูญเปล่า ได้ผลตอบแทนคุ้มค่า | pos
วันนี้ทุกอย่างราบรื่น ไม่มีสะดุด | pos
รักวันศุกร์แห่งชาติ พรุ่งนี้หยุดแล้ว | pos
พร้อมเริ่มต้นวันใหม่ด้วยรอยยิ้ม | pos
ทำไมวันนี้มันเหนื่อยแบบไม่มีสาเหตุ | neg
เบื่อพวกชอบโยนงาน เห็นแก่ตัวชิบหาย | neg
รถไฟฟ้าเสียตอนเร่งรีบ ชีวิตตลกร้ายมาก | neg
รู้สึกเหมือนจะร้องไห้ตลอดเวลา ฮอร์โมนสวิง | neg
โดนด่าฟรีเฉย งงในงง | neg
ปวดหัวข้างเดียวตุ้บๆ ไมเกรนกำเริบ | neg
เงินเดือนยังไม่ออกแต่บิลมาจ่อแล้ว เครียด | neg
ฉันแต่งตัวป้ามาก ไม่มั่นใจเลย | neg
โดนเทนัดวินาทีสุดท้าย มารยาทแย่ | neg
รู้สึกตัวเองด้อยกว่าคนอื่น เปรียบเทียบทำไมไม่รู้ | neg
อยากหนีไปนอนโง่ๆ ริมทะเล เบื่อกรุงเทพ | neg
เน็ตหมุนติ้วๆ ตอนกดบัตรคอน โมโหจนมือสั่น | neg
งานไม่เดินเลยวันนี้ หัวตื้อไปหมด | neg
น้อยใจที่แฟนจำวันครบรอบไม่ได้ | neg
เพื่อนร่วมงานนินทาให้ได้ยิน | neg
รู้สึกเคว้งๆ เหมือนเรือขาดหางเสือ | neg
โดนแม่บ่นเรื่องเดิมๆ หูดับแล้วจ้า | neg
อยากลาออกวันละพันรอบ แต่ภาระค้ำคอ | neg
รู้สึกหมดค่า หมดไฟ ไร้แพชชั่น | neg
เจอเรื่องกระทบจิตใจ ดิ่งวูบเลย | neg
ปวดท้องประจำเดือน ตัวงอเป็นกุ้ง | neg
เบื่อรถติดโว้ย เมื่อไหร่จะถึงบ้าน | neg
